name,weight,price,ingredients,allergens,categories
"Vegetarische cheeseburger, spinazie met saus en aardappelen",,,"aardappel (35%), spinazie (27%), water, kaas (lactose, melk), melk (lactose, melk), tarwebloem (tarwe), room (lactose, melk), tarwemeel (tarwe), kippenei-eiwit (eieren), zonnebloemolie ongehard, maiszetmeel, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, gemodificeerd tarwezetmeel (tarwe), gejodeerd zout, maltodextrine, zout, palmvet ongehard, verdikkingsmiddel (gemodificeerd maiszetmeel, E461), aroma (lactose, melk), plantaardig eiwit (tarwe), kruiden & specerijen, kleurstoffen (caroteen, paprika-extract, curcumine), zetmeel, palmolie ongehard, zuursel, havervezel (haver) (haver), melkeiwitten (lactose, melk), lactose (lactose, melk), ui, tomatenpuree, maisolie, raapzaadolie ongehard, ijzer, stremsel, conserveermiddelen (E251), voedingszuren (E326), volle melkpoeder (lactose, melk), uienpoeder, natuurlijk aroma (mosterd, selderij), gehydrolyseerd plantaardig eiwit (tarwe), gistextract, karamelsuikerstroop, glucosestroop, paprika, stabilisatoren (xanthaangom), antioxidanten (E306).","Aanwezig: Gluten, Eieren, Melk, Selderij, Mosterd, Tarwe, Haver, Lactose","Keukens, Vegetarisch, Vegetarisch"
Chili sin carne met rijst (Vega),,,"water, rijst (30%), bruine bonen (13%), soja (soja), erwten, mais, appel, tomaat, paprika, kruiden & specerijen (selderij), ananas, wortel, gerstemoutextract (gerst), suiker, ui, mais, aardappelzetmeel, zout, palmvet ongehard, gejodeerd zout, gistextract, citroensap, azijn, natuurlijk aroma (mosterd, selderij), aroma, glucosestroop, raapzaadolie ongehard, zuurteregelaars (calciumchloride), voedingszuren (citroenzuur, azijnzuur), gemodificeerd maiszetmeel, antioxidanten (E300), conserveermiddelen (E202), stabilisatoren (xanthaangom), verdikkingsmiddel (guargom).","Aanwezig: Gluten, Soja, Selderij, Mosterd, Gerst","Keukens, Vegetarisch, Vegetarisch"
"Vegetarische cordon bleu, broccoli met saus en aardappelpuree",,,"broccoli (31%), aardappel (25%), water, melk (lactose, melk), plantaardig eiwit (tarwe, soja), vegetarische kaas (lactose, melk), zonnebloemolie ongehard, paneermeel (tarwe), tarwebloem (tarwe), palmolie ongehard, kippenei-eiwit (eieren), zout, azijn, gemodificeerd maiszetmeel, aardappelzetmeel, kruiden & specerijen, boter (room, zuursel) (lactose, melk), melkeiwitten (lactose, melk), aroma (selderij, eieren), tarwezetmeel (tarwe), gemodificeerd aardappelzetmeel, palmvet ongehard, verdikkingsmiddel (gemodificeerd maiszetmeel), maltodextrine, rookaroma, dextrose, gejodeerd zout, conserveermiddelen (E202), boteraroma (lactose, melk), voedingszuren (E339, citroenzuur), lactose (lactose, melk), ui, tomatenpuree, maisolie, stabilisatoren (E452, xanthaangom), volle melkpoeder (lactose, melk), kleurstoffen (E172), ijzer, uienpoeder, raapzaadolie ongehard, gehydrolyseerd plantaardig eiwit (tarwe), gistextract, karamelsuikerstroop, paprika, antioxidanten (E306).","Aanwezig: Gluten, Eieren, Soja, Melk, Selderij, Tarwe, Lactose","Keukens, Vegetarisch, Vegetarisch"
"Vegetarische cordon bleu, witlof met saus en aardappelen",,,"aardappel (34%), witlof (26%), water, plantaardig eiwit (tarwe, soja), vegetarische kaas (lactose, melk), tarwebloem (tarwe), melk (lactose, melk), paneermeel (tarwe), room (lactose, melk), palmolie ongehard, zonnebloemolie ongehard, kippenei-eiwit (eieren), azijn, gemodificeerd maiszetmeel, zout, aardappelzetmeel, boter (room, zuursel) (lactose, melk), kruiden & specerijen, melkeiwitten (lactose, melk), aroma (selderij, eieren), palmvet ongehard, tarwezetmeel (tarwe), gemodificeerd aardappelzetmeel, gejodeerd zout, verdikkingsmiddel (gemodificeerd maiszetmeel), maltodextrine, rookaroma, dextrose, zetmeel, lactose (lactose, melk), voedingszuren (E339, citroenzuur), ui, volle melkpoeder (lactose, melk), tomatenpuree, maisolie, stabilisatoren (E452, xanthaangom), uienpoeder, raapzaadolie ongehard, gehydrolyseerd plantaardig eiwit (tarwe), gistextract, kleurstoffen (E172), ijzer, karamelsuikerstroop, paprika, antioxidanten (E306).","Aanwezig: Gluten, Eieren, Soja, Melk, Selderij, Tarwe, Lactose","Keukens, Vegetarisch, Vegetarisch"
"Vegetarische gehaktbal, savooie kool met saus en aardappelpuree",,,"savooie kool (25%), aardappel (24%), water, jackfruit, melk (lactose, melk), zonnebloemolie ongehard, tarwe-eiwit (tarwe), erwteneiwit, tarwebloem (tarwe), zout, raapolie ongehard, palmvet ongehard, gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, verdikkingsmiddel (gemodificeerd maiszetmeel), ui, maltodextrine, kruiden & specerijen, rijst-eiwit, paneermeel (tarwe), ei-eiwit (eieren), natuurlijk aroma (mosterd, selderij), gejodeerd zout, conserveermiddelen (E202), palmolie ongehard, boteraroma (lactose, melk), tarwemeel (tarwe), gekarameliseerde suiker, dextrose, melkeiwitten (lactose, melk), lactose (lactose, melk), raapzaadolie ongehard, tomatenpuree, maisolie, aroma, volle melkpoeder (lactose, melk), voedingszuren (E262), uienpoeder, gehydrolyseerd plantaardig eiwit (tarwe), gistextract, glucosestroop, karamelsuikerstroop, paprika, stabilisatoren (xanthaangom), antioxidanten (E306).","Aanwezig: Gluten, Eieren, Melk, Selderij, Mosterd, Tarwe, Lactose","Keukens, Vegetarisch, Vegetarisch"
Stamppot andijvie met vegetarische gehaktbal,,,"aardappel (41%), andijvie (24%), water, jackfruit, zonnebloemolie ongehard, tarwe-eiwit (tarwe), erwteneiwit, melkpoeder (lactose, melk), gejodeerd zout, raapolie ongehard, raapzaadolie gehard, kruiden & specerijen (mosterd, selderij), ui, rijst-eiwit, paneermeel (tarwe), ei-eiwit (eieren), natuurlijk aroma (mosterd, selderij), melk (lactose, melk), zout, room (lactose, melk), gemodificeerd aardappelzetmeel, gemodificeerd maiszetmeel, maltodextrine, natuurazijn, tarwemeel (tarwe), conserveermiddelen (E202), gekarameliseerde suiker, dextrose, glucosestroop, voedingszuren (soja) (E262, E322 (soja)), aroma, suiker, raapzaadolie ongehard, tomatenpuree, maisolie, antioxidanten (E304), emulgatoren (E450), karamelsuikerstroop, paprika, kleurstoffen (caroteen).","Aanwezig: Gluten, Eieren, Soja, Melk, Selderij, Mosterd, Tarwe, Lactose","Keukens, Vegetarisch, Vegetarisch"
"Omelet kerriesaus, sperziebonen en aardappelpuree (Vega)",,,"sperziebonen (36%), aardappel (24%), water, kippenei (eieren), melk (lactose, melk), lactosevrije koemelk (lactose, melk), zonnebloemolie ongehard, verdikkingsmiddel (gemodificeerd aardappelzetmeel, guargom), kippenei-eiwit (eieren), zout, maltodextrine, raapolie ongehard, gemodificeerd maiszetmeel, gejodeerd zout, kruiden & specerijen, palmolie ongehard, lactose (lactose, melk), melkeiwitten (lactose, melk), conserveermiddelen (E202), boteraroma (lactose, melk), uienpoeder, gistextract, raapzaadolie ongehard, palmvet ongehard, champignonpoeder, gehydrolyseerd soja-eiwit (soja), suiker, magere melkpoeder (lactose, melk), glucosestroop, stabilisatoren (xanthaangom), voedingszuren (citroenzuur), aroma, aardappelzetmeel, uien-olie, ui, antioxidanten (E306).","Aanwezig: Eieren, Soja, Melk, Lactose","Keukens, Vegetarisch, Vegetarisch"
"Vegetarische kip jambalaya, broccoli en rijst",,,"broccoli (36%), rijst (30%), water, ui, paprika, bleekselderij (selderij), suiker, soja-eiwit (soja), perzik, ananas, zonnebloemolie ongehard, kippenei-eiwit (eieren), natuurazijn, azijn, gemodificeerd aardappelzetmeel, tarwezetmeel (tarwe), kruiden & specerijen, verdikkingsmiddel (gemodificeerd aardappelzetmeel, guargom), zout, tarwegluten (tarwe), soja-eiwitisolaat (soja), tomatenpoeder, uienpoeder, gejodeerd zout, natuurlijk aroma, rode bietenpoeder, vitamine b12, ijzer, gistextract, invertsuiker, voedingszuren (citroenzuur, azijnzuur), aroma, raapzaadolie ongehard, gemodificeerd maiszetmeel, conserveermiddelen (E224, E202, E211), stabilisatoren (xanthaangom).","Aanwezig: Gluten, Eieren, Soja, Selderij, Tarwe","Keukens, Vegetarisch, Vegetarisch"
"Vegetarische kip kerrie, snijbonen en rijst",,,"snijbonen (36%), rijst (30%), water, paprika, champignon, soja-eiwit (soja), verdikkingsmiddel (gemodificeerd aardappelzetmeel, guargom), zonnebloemolie ongehard, kippenei-eiwit (eieren), azijn, tarwezetmeel (tarwe), tarwebloem (tarwe), zout, kruiden & specerijen, tarwegluten (tarwe), soja-eiwitisolaat (soja), natuurlijk aroma (mosterd, selderij), palmolie ongehard, palmvet ongehard, lactose (lactose, melk), melkeiwitten (lactose, melk), vitamine b12, ijzer, glucosestroop, raapzaadolie ongehard, gistextract, uienpoeder, gehydrolyseerd soja-eiwit (soja), maltodextrine, champignonpoeder, suiker, magere melkpoeder (lactose, melk), volle melkpoeder (lactose, melk), aroma, voedingszuren (citroenzuur), aardappelzetmeel, uien-olie, antioxidanten (E300, E306), ui.","Aanwezig: Gluten, Eieren, Soja, Melk, Selderij, Mosterd, Tarwe, Lactose","Keukens, Vegetarisch, Vegetarisch"
Vegetarische kip pangang met bami goreng,,,"durum tarwegries (tarwe), water, witte kool, ui, prei, suiker, wortel, zonnebloemolie ongehard, soja-eiwit (soja), natuurazijn, azijn, kippenei-eiwit (eieren), gemodificeerd aardappelzetmeel, zout, tarwezetmeel (tarwe), kruiden & specerijen, plantaardige olie ongehard, suikerstroop, raapzaadolie ongehard, tomatenpoeder, tarwegluten (tarwe), soja-eiwitisolaat (soja), natuurlijk aroma (mosterd, selderij), gejodeerd zout, uienpoeder, glucose-fructosestroop, invertsuikerstroop, rode bietenpoeder, tarwebloem (tarwe), gistextract, spinaziepoeder, glucosestroop gedroogd (tarwe), vitamine b12, ijzer, sojabonen (soja), maltodextrine, melasse, gehydrolyseerd soja en maiseiwit (soja), voedingszuren (citroenzuur, melkzuur, azijnzuur), gekarameliseerde suiker, zetmeel, zuurteregelaars (E500), antiklontermiddelen (E535), selderij (selderij), conserveermiddelen (E211, E224, E202), kleurstoffen (karamel), paprikasap concentraat, stabilisatoren (xanthaangom).","Aanwezig: Gluten, Eieren, Soja, Selderij, Mosterd, Tarwe","Keukens, Vegetarisch, Vegetarisch"
