Categorie,Naam,Ingrediënten,URL
Internationale maaltijden,Babi pangang met nasi,"Gekookte rijst 28% (water, rijst), varkensreepjes 14% (varkensvlees, water, zetmeel, zout, gemodificeerd zetmeel, TARWEvezel, varkenseiwit, gekaramelliseerd suiker, stabilisator: trifosfaten, zuurteregelaar: natriumcarbonaten), water, rode paprika 6%, ketjap manis (suiker, water, sojasaus (water, SOJAbonen, TARWE, zout, alcohol), zeezout, alcoholazijn, rode wijn extract), uien 6%, prei 5%, wortelen 3%, witte kool 3%, prinsessenbonen 2%, SOJAbonen 2%, witte wijn, ananas 2%, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), Casonade (suiker, kandijsiroop), tomatenketchup (tomaten, azijn, suiker, zout, extracten van kruiden en specerijen (SELDERIJ), specerijen), bouillon (maltodextrine, zetmeel, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad/zonnebloem), kruiden en specerijen (SELDERIJ)), gemodificeerd zetmeel, citroensap, sambal (rode chilli, zout), knoflook, gember, koriander, SESAMolie geroosterd, zout, knoflook, komijn.",https://www.versaantafel.nl/babi-pangang-met-nasi
Internationale maaltijden,"Mexicaanse kipschotel gevuld met paprika, ananas en rijst","Rijst Mexicaans 45% (gekookte rijst 86%, uien, zonnebloemolie, rode paprika, groentebouillon (zout, gistextract, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, kruiden en specerijen), gyros kruiden (zout, specerijen, kruiden, knoflook, uienpoeder)), gebakken kip 14% (kip, dextrose, zetmeel, zout), water, tomaten, rode paprika 3%, gele paprika 3%, ananas 2%, uien, zonnebloemolie, tomatenconcentraat, suiker, zetmeel, knoflook, groentebouillon (zout, gistextract, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, kruiden en specerijen), zout, sambal (rode chilli, zout), citroensap uit sapconcentraat, knoflook, rode paprika, kruiden en specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van gluten of melk (lactose) bevatten.",https://www.versaantafel.nl/mexicaanse-kipschotel-gevuld-met-paprika-ananas-en-rijst
Internationale maaltijden,"Indonesische rijsttafel met babi ketjap, kipstukjes in kruidige saus en sambalboontjes","Gekookte rijst 17%, prinsessenbonen 17%, water, kip 10% (kip, zout), varkensreepjes 10% (varkensvlees, water, zetmeel, zout, gemodificeerd zetmeel, TARWEvezel, varkenseiwit, gekaramelliseerd suiker, stabilisator: trifosfaten, zuurteregelaar: natriumcarbonaten), uien, ketjap manis 3% (suiker, water, sojasaus (water, SOJAbonen, TARWE, zout, alcohol), zeezout, alcoholazijn, rode wijn extract), kokosmelk (kokosnootextract, water), prei, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), rode paprika, tomaten, witte wijn, wortelen, gele wortelen, gemodificeerd zetmeel, Casonade (suiker, kandijsiroop), tomatenketchup 0,7% (tomaten, azijn, suiker, zout, extracten van kruiden en specerijen (SELDERIJ), specerijen), bouillon (zout, natuurlijk aroma, zetmeel, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, maltodextrine, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad/zonnebloem), kruiden en specerijen (SELDERIJ)), tomatenconcentraat, sambal 0,5% (rode chilli, zout), suiker, SESAMolie geroosterd, gember, rode chili, citroensap, citroengras, knoflook, limoensap, knoflook, sojasaus (water, SOJAbonen, zout, alcoholazijn), koriander, zout, limoenblad, specerijen.",https://www.versaantafel.nl/indonesische-rijsttafel-met-babi-ketjap-kipstukjes-in-kruidige-saus-en-sambalboontjes
Internationale maaltijden,Macaroni in tomatensaus met ham en kaas,"Macaroni gekookt 38% (water, harde TARWEgriesmeel), tomaten 17%, water, rode paprika, courgette, pic nic 6% (varkensvlees, water, zout, dextrose, stabilisator: carrageen, antioxidant: natriumascorbaat, conserveermiddel: natriumnitriet), champignons, uien, tomatenconcentraat, KAAS 2%, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), gemodificeerd zetmeel, zout, knoflook, kruiden en specerijen.",https://www.versaantafel.nl/italiaanse-macaroni-in-tomatensaus-met-ham-en-kaas
Internationale maaltijden,Penne pesto met kip en groene groenten,"Pasta gekookt 42% (harde TARWEgriesmeel, water), groentemix 30% (spinazie, broccoli, suger snaps, groene asperges), kip 14% (kip, dextrose, zout), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), basilicum 3%, water, KAAS, olijfolie, knoflook, zout, peper.",https://www.versaantafel.nl/italiaanse-penne-in-pestosaus-met-kip-en-groene-groenten
Internationale maaltijden,Babi ketjap met bami,"Mie gekookt 34% (water, harde TARWEgriesmeel), varken 15% (varkensvlees, water, zetmeel, zout, gemodificeerd zetmeel, TARWEvezel, varkenseiwit, gekaramelliseerd suiker, stabilisator: trifosfaten, zuurteregelaar: natriumcarbonaten), water, ketjap manis 7% (suiker, water, sojasaus (water, SOJABONEN, TARWE, zout, alcohol), zeezout, azijn, rode wijnextr.), uien, omelet 4% (EI, water, koolzaadolie, zetmeel, zout, geconc. citroensap), prei, witte wijn,  witte kool, paprika, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), SOJABONEN, zout, azijn, suiker, kandijstroop, kleurstof: ammoniakkaramel, tomaten, extr. van kruiden en specerijen (SELDERIJ), gemodificeerd zetmeel, groentebouillon (zout, gistextr., zetmeel, zonnebloemolie, groente-extr. (SELDERIJ, ui, tomaten, wortel), uienpoeder, knoflook, specerijen), sambal 0,5% (rode chilli, zout), citroensap uit sapconc., knoflook, gember, maltodextrine, zetmeel, groentepoeders (prei, wortelen, uien), kruiden en specerijen (SELDERIJ), spinazie.",https://www.versaantafel.nl/authentieke-babi-ketjap-met-bami
Internationale maaltijden,Tagliatelle met kip en bospaddenstoelenroomsaus,"Tagliatelle gekookt 38% (water, harde TARWEgriesmeel, EIEREN), water, ROOM,  gekookte kippenvlees 9% (kip, zout), boschampignons 4% (water, eekhoorntjesbrood, bruine ringboleet en/of melkboleet, oesterzwam, zwarte champignons), uien, plantaardige olien (koolzaad, zonnebloem, in wisselende verhoudingen), BOTER, volleMELKpoeder, TARWEbloem, gemodificeerd zetmeel, bouillon (zout, gistextract, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), knoflook, citroensap uit concentraat, zout, peper, kruiden.",https://www.versaantafel.nl/tagliatelle-met-kip-en-bospaddenstoelenroomsaus
Internationale maaltijden,Bami goreng met kipstukjes in satésaus,"Mie gekookt 37% (water, harde TARWEgriesmeel), water, kip 12% (kip, water, dextrose,  zout), PINDAnoten pasta 6%, omelet (EI, water, koolzaadolie, zetmeel, zout, geconcentreerd citroensap), prei, ketjap manis (suiker, water, sojasaus (water, SOJAbonen, TARWE, zout, alcohol), zeezout, azijn, rode wijnextract), witte kool, rode paprika, uien, soja saus (water, SOJAbonen, zout, alcoholazijn), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), suiker, tomatenconcentraat, zout, gistextract, zetmeel, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen, sambal (rode chilli, zout), zetmeel, kandijstroop, kleurstof: ammoniakkaramel, specerijenmix (zout, suiker, knoflook, uien, spinazie, specerijen Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/bami-goreng-met-kipstukjes-in-satesaus
Internationale maaltijden,Tagliatelle met zalm en groene aspergepuntjes,"Gekookte tagliatelle 42% (water, harde TARWEgriesmeel, EIEREN), water, ZALM 14%, ROOM, uien, groene asperges 3%, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), gerookte zalm 1% (ZALM, zout, rook), volleMELKpoeder, BOTER, witte wijn, TARWEbloem, zetmeel, dijonmosterd (water, MOSTERDzaad, azijn, zout, voedingszuur: citroenzuur), bouillon (maltodextrine, zetmeel, TARWEbloem, VISpoeder, zout, natuurlijk aroma, zonnebloemolie, glucosestroop, MELKeiwitten, witte wijnextract, uien, sacharose, gistextract, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), zout, peper.",https://www.versaantafel.nl/romige-tagliatelle-met-zalmstukjes-en-groene-aspergepuntjes
Internationale maaltijden,Nasi goreng met kip in satésaus,"Rijst 37%, water, gebakken kip 12% (kip, dextrose, water, zout), PINDAnoten pasta 6%, ketjap manis 4% (suiker, water, soja saus (water, SOJABONEN, TARWE, zout, alcohol), zeezout, azijn, rode wijnextract), omelet (EI, water, koolzaadolie, zetmeel, zout, geconcentreerd citroensap), prei, rode paprika, witte kool, plantaardige oliën (zonnebloem, koolzaad, in wisselende vehoudingen), uien, lente ui, soja saus (water, SOJABONEN,  zout, alcoholazijn), suiker, tomatenconcentraat, groentebouillon (zout, gistextract, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), sambal (rode chilli, zout), zetmeel, kruiden, kandijstroop, kleurstof: ammoniakkaramel, zout, knoflook, specerijenmix (zout, suiker, knoflook, uien, spinazie, specerijen), uienpoeder, gember, specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/nasi-goreng-met-kipstukjes-in-satesaus
Internationale maaltijden,"Spaghetti carbonara met spek, kaas en room","Gekookte spaghetti 44% (water, harde TARWEgriesmeel), water, ROOM 9%, KAAS 7%, spek 6% (varkensvlees, zout, dextrose, glucosestroop, antioxidant: natriumascorbaat, conserveermiddel: natriumnitriet, kaliumnitraat, natuurlijke aroma's, knoflook), magereMELKpoeder, gemodificeerd zetmeel, zonnebloemolie, zout, zwarte peper.",https://www.versaantafel.nl/romige-spaghetti-carbonara-met-spek-en-kaas
Vegetarische maaltijden,"Groenteschotel met vegetarische kipstukjes, pompoensaus en rijstmix (vegetarisch)","Groentemix 31% (gegrilde courgette, wortelen, koolrabi, gegrilde gele paprika, gegrilde rode paprika, zonnebloemolie), gekookte rijstmix 28% (water, rijst, zwarte rijst), veganistische stukjes op basis van SOJA-eiwit met kipsmaak 13% (water, SOJA-eiwitconcentraat, zonnebloemolie, natuurlijk aroma, zout, aroma, specerij), pompoen 11%, water, wortelen, uien, room (MELK), boter (MELK), tomatenconcentraat, olijfolie, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), gemodificeerd zetmeel, groentebouillon (groente-extracten (wortelen, uien, bloemkool, tomaten, champignons), zout, plantaardige olie (zonnebloem, koolzaad), suiker, zetmeel, kruiden, specerij-extract, specerijen, lavas, knoflook), zout, suiker, knoflook, kruiden en specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van gluten bevatten.",https://www.versaantafel.nl/groenteschotel-met-veg-kipstukjes-pompoensaus-en-rijstmix-vegetarisch
Vegetarische maaltijden,Groenteburger in jus met prei à la crème en gekookte aardappelen (vegetarisch),"Aardappelen 30%, prei 25%, water, groenteburger 15% (groenten (wortel, prei, tuinerwt, ui, rode paprika, maïs), plantaardige eiwitten (TARWE, erwt), water, HAVERvlokken, plantaardige oliën (zonnebloem, raapzaad in wisselende verhoudingen), zetmeel, natuurlijk aroma, natuurazijn, TARWEbloem, knoflookpuree, conserveerdmiddel: kaliumacetaten, verdikkingsmiddel: methylcellulose, zeezout, verse kruiden, specerijen, ijzer, vitamine B12), volleMELKpoeder, room (MELK), gemodificeerd zetmeel,  uien, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), boter (MELK), TARWEbloem, tomaten, groentebouillon (zout, natuurlijk aroma, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), zout, peterselie, kleurstof: karamel, sojasaus (water, SOJAbonen, zout, alcoholazijn), gember, specerijen.",https://www.versaantafel.nl/groenteburger-in-jus-met-prei-a-la-creme-en-gekookte-aardappelen-vegetarisch
Vegetarische maaltijden,"Moussaka met aubergine, courgette en aardappelschijfjes (vegetarisch)","Water, gegrilde courgettes 17%, gefrituurde aubergines 17% (aubergines, zonnebloemolie), aardappelen 17%, tomaten 14%, KAAS 3%, kikkererwten 2%, wortelen 2%, uien 2%, volle MELKpoeder, gemodificeerd zetmeel, plantaardige olie (zonnebloem, koolzaad, olijf), TARWEbloem, gemodificeerd zetmeel, zout, knoflook, suiker, gistextract, zetmeel, groente-extracten (SELDERIJ, uien, 0,2tomaten, wortelen), uienpoeder, kruiden en specerijen.",https://www.versaantafel.nl/moussaka-vegetarisch
Vegetarische maaltijden,Lasagne met bladspinazie en romige kaassaus (vegetarisch),"Spinazie 44%, water, lasagne 11% (harde TARWEgriesmeel, water, EIEREN), KAAS 6%, ROOM, magereMELKpoeder, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), volleMELKpoeder, gemodificeerd zetmeel, zout, bieslook, specerijen.",https://www.versaantafel.nl/lasagne-met-bladspinazie-en-romige-kaassaus-vegetarisch
Vegetarische maaltijden,Penne met champignonragout met broccoliroosjes (vegetarisch),"Broccoli 34%, gekookte pasta 28% (water, harde TARWEgriesmeel), water, champignons 10%, ROOM, zonnebloemolie, zetmeel, uien, zout, gistextract, groente-extracten (SELDERIJ, uien, prei, tomaten, wortelen), uienpoeder, champignonsapconcentraat, maltodextrine, knoflook, kruideBroccoli 35%, gekookte pasta 29% (water, harde TARWEgriesmeel), water, champignons 10%, ROOM, plantaardige olien (koolzaad, zonnebloem, in wisselende verhoudingen), zetmeel, uien, zout, gistextract, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, champignonsapconcentraat, maltodextrine, knoflook, kruiden en specerijen.n en specerijen.",https://www.versaantafel.nl/penne-met-champignonragout-met-broccoliroosjes-vegetarisch
Vegetarische maaltijden,Spaghetti bolognese met vegetarisch gehakt (vegetarisch),"Spaghetti gekookt 44% (water, harde TARWEgriesmeel), tomaten 20%, veganistisch gehakt 10% (water, plantaardige eiwitten (SOJA, SOJA-eiwithyydrolysaat), azijn, zout, conserveermiddel: kaliumacetaat, GERSTemoutextract, kleurstof: karamel, natuurlijk aroma, glucosestroop, raapzaadolie, specerijen, mineraal (ijzer), vitamine B12), water, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), rode paprika, courgette, champignons, tomatenconcentraat, uien, gemodificeerd zetmeel, knoflook, suiker, zout, groentebouillon (zout, gistextract, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), kruiden en specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/vegetarische-spaghetti-bolognese
Vegetarische maaltijden,Thaise groene curry met puree van zoete aardappel (vegetarisch),"Aardappelen 17%, bloemkool 10%, water, wortelen 9%, zoete aardappel 9%, aubergines gefrituurd 7% (aubergines, zonnebloemolie), kokosmelk (kokosnootextract, water), SOJAbonen, prinsessebonen 6%, waterkastanje 5%, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), uien, olijfolie, spinazie 1%, gemodificeerd zetmeel, rode chili, soja saus (water, SOJAbonen, TARWE, zout), groentebouillon (zout, gistextract, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), zout, citroengras, bereiding op basis van limoensapconcentraat (water, limoensapconcentraat, citroenpulp, voedingszuur: citroenzuur, limoen extract), suiker, limoenblad, knoflook, kruiden en specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/thaise-groene-curry-met-puree-van-zoete-aardappel-vegetarisch
Vegetarische maaltijden,Groenteburger in jus met rode bietjes en gebakken gekruide aardappelblokjes (vegetarisch),"gebakken aardappelblokjes 28% (aardappel, zonnebloemolie, kruiden, zout, knoflook, specerijen, dextrose), water, rode biet 23%, groenteburger 15% (groenten (wortel, prei, tuinerwt, ui, rode paprika, maïs), plantaardige eiwitten (TARWE, erwt), water, HAVERvlokken, plantaardige oliën (zonnebloem, raapzaad in wisselende verhoudingen), erwtenzetmeel, natuurlijk aroma, azijn, TARWEbloem, knoflookpuree, conserveerdmiddel: kaliumacetaten, verdikkingsmiddel: methylcellulose, zeezout, verse kruiden, specerijen, ijzer, vitamine B12), uien, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), zetmeel, TARWEbloem, gemodificeerd zetmeel, bouillon (zout, natuurlijk aroma, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), tomaten, suiker, zout, citroensap, kleurstof: karamel, sojasaus (water, SOJAbonen, zout, alcoholazijn), gember, peper.",https://www.versaantafel.nl/groenteburger-in-jus-met-rode-bietjes-en-gebakken-gekruide-aardappelblokjes-vegetarisch
Vegetarische maaltijden,Spinaziestamppot met omelet (vegetarisch),"Aardappelen 49%, spinazie 22%, omelet 16% (EI, magere MELK, zout, verdikkingsmiddelen: xanthaangom, guarpitmeel, voedingszuur: citroenzuur, peper),  roomKAAS (ROOM, MELK, zout, melkzuurcultuur), sjalotten, BOTER, knoflook, zout, bieslook, specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van gluten bevatten.",https://www.versaantafel.nl/spinaziestamppot-met-omelet-vegetarisch
Vegetarische maaltijden,Omelet in kaassaus met Parijse worteltjes en gebakken aardappelblokjes (vegetarisch),"Wortelen 29%, gebakken aardappelen 28% (aardappelen, zonnebloemolie, dextrose), water, omelet 16% (EI, magere MELK, zout, verdikkingsmiddelen: xanthaangom, guarpitmeel, voedingszuur: citroenzuur, peper), ROOM, KAAS 2%, plantaardige olien (koolzaad, zonnebloem, in wisselende verhoudingen), volle MELKpoeder, gemodificeerd zetmeel, suiker, zout, peper en kruiden. Let op! Deze maaltijd kan door kruiscontaminatie sporen van gluten bevatten.",https://www.versaantafel.nl/omelet-in-kaassaus-met-parijse-worteltjes-en-gebakken-aardappelblokjes-vegetarisch
Vegetarische maaltijden,Romige risotto met bospaddenstoelen (vegetarisch),"Rijst gekookt 49%, water, ROOM, boschampignonmix 4% (eekhoorntjesbrood, melkboleet, oesterzwam, judasoor), uien, zonnebloemolie, volle MELKpoeder, BOTER,  gemodificeerd zetmeel, TARWEbloem, zout, gistextract, zetmeel, groente-extracten (SELDERIJ, uien, prei, tomaten, wortelen), uienpoeder, knoflook, citroensap uit concentraat, kruiden en specerijen.",https://www.versaantafel.nl/romige-risotto-met-bospaddenstoelen-vegetarisch
Vegetarische maaltijden,Vergeten groenteschotel met vegetarische kipstukjes en pastinaakpuree (vegetarisch),"Pastinaak 22%, aardappelen 11%, koolrabi 10%, veganistische stukjes op basis van SOJA-eiwit met kipsmaak 9% (water, SOJA-eiwitconcentraat, zonnebloemolie, natuurlijk aroma, zout, aroma, specerij), tomaten 8%, zoete aardappel 7%, water, halfvolle MELK, kaas 4% (MELK), uien, gegrilde uien, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), rode paprika gegrild (rode paprika, zonnebloemolie), tomatenconcentraat, room (MELK), gemodificeerd zetmeel, zout, volleMELKpoeder, olijfolie, TARWEbloem, suiker, paprika, knoflook, kruiden en specerijen.",https://www.versaantafel.nl/vergeten-groenteschotel-met-veg-kipstukjes-en-pastinaakpuree-vegetarisch
Vegetarische maaltijden,Hutspot met vegetarische balletjes in jus (vegetarisch),"Aardappelen 27%, wortelen 22%, water, vegetarische balletjes 17% (water, plantaardige eiwitten (erwt, TARWE), ui, plantaardige oliën (zonnebloemolie, raapzaad in wisselende verhoudingen), TARWEbloem, natuurlijk aroma, azijn, aardappelvlokken, zetmeel (erwt, TARWE), knoflookpuree, verdikkingsmiddel: methylcellulose, TARWEvezel, conserveermiddel: kaliumacetaten, zout, specerijen, kaliumchloride, gedroogde tomaat), uien, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), volleMELKpoeder, zout, TARWEbloem, gemodificeerd zetmeel, tomaten, bouillon (zout, natuurlijk aroma, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), kleurstof: karamel, sojasaus (water, SOJAbonen, zout, alcoholazijn), peper, gember.",https://www.versaantafel.nl/hutspot-met-vegetarische-balletjes-in-jus-vegetarisch
Vegetarische maaltijden,Nasi goreng met vegetarische kipstukjes in satésaus (vegetarisch),"Rijst gekookt 37%, water, veganistische stukjes op basis van SOJA-eiwit met kipsmaak 12% (water, SOJA-eiwitconcentraat, zonnebloemolie, natuurlijk aroma, zout, maltodextrine, ui, suiker, specerij), groentemix 10% (prei, rode paprika, witte kool), PINDAnoten pasta 6%, ketjap manis (suiker, water, sojasaus (water, SOJAbonen, TARWE, zout, alcohol), zeezout, azijn, rode wijn extract), omelet (EI, water, koolzaadolie, zetmeel, zout, geconcentreerd citroensap), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), uien, lente ui, sojasaus (water, SOJAbonen, zout, alcoholazijn), suiker, tomatenconcentraat, groentebouillon (zout, natuurlijk aroma, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), sambal (rode chilli, zout), zetmeel, koriander, kandijsuiker (suiker, kandijstroop, kleurstof: ammoniakkaramel), zout, knoflook, specerijenmix (zout, suiker, knoflook, uien, spinazie, specerijen), uienpoeder, specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/nasi-goreng-met-veg-kipstukjes-in-satesaus-vegetarisch
Vegetarische maaltijden,Andijviestamppot met vegetarische balletjes in jus (vegetarisch),"Aardappelen 34%, water, andijvie 21%, vegetarische balletjes 11% (water, plantaardige eiwitten (erwt, TARWE), ui, plantaardige oliën (zonnebloemolie, raapzaad in wisselende verhoudingen), TARWEbloem, natuurlijk aroma, azijn, aardappelvlokken, zetmeel (erwt, TARWE), knoflookpuree, verdikkingsmiddel: methylcellulose, TARWEvezel, conserveermiddel: kaliumacetaten, zout, specerijen, kaliumchloride, gedroogde tomaat), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), volleMELKpoeder, uien, bouillon (zout, natuurlijk aroma, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), TARWEbloem, gemodificeerd zetmeel, zout, tomaten, kleurstof: karamel, sojasaus (water, SOJAbonen, zout, alcoholazijn), gember, specerijen.",https://www.versaantafel.nl/andijviestamppot-met-vegetarische-balletjes-in-jus-vegetarisch
Vegetarische maaltijden,Tagliatelle carbonara met spekjes van rode biet (vegetarisch),"Gekookte tagliatelle 37% (water, harde TARWEgriesmeel, EIEREN), water, rode biet 13% (bieten, gemodificeerd zetmeel, zonnebloemolie, rijstmeel, zetmeel, knoflookpoeder, uienpoeder, zout, rijsmiddelen: disfosfaten, natriumcarbonaten, natuurlijke aroma, stabilisator: xanthaangom), KAAS 9%, ROOM, sjalotten, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), magereMELKpoeder, gemodificeerd zetmeel, zout, sherryazijn (azijn xérès, conserveermiddel: kaliummetabisulfiet), knoflook, peper.",https://www.versaantafel.nl/tagliatelle-carbonara-met-spekjes-van-rode-biet-vegetarisch
Pannenkoeken & poffertjes,Appelpannenkoeken | 2 stuks,"Pannenkoek(80 gr.): water, tarwebloem, eieren, gedeeltelijk afgeroomde melk¬poeder 24%, zout en zonnebloemolie.",https://www.versaantafel.nl/twee-hollandse-pannenkoeken-met-appel
Pannenkoeken & poffertjes,Kersenpannenkoeken | 2 stuks,"Pannenkoek(80 gr.): water, tarwebloem, eieren, gedeeltelijk afgeroomde melk¬poeder 24%, zout en zonnebloemolie.",https://www.versaantafel.nl/twee-hollandse-pannenkoeken-met-kersen
Pannenkoeken & poffertjes,Spekpannenkoeken | 2 stuks,"Water, tarwebloem, spek(20%) (varkensvlees, zout, glucosestroop, dextrose, Antioxidant: E301-E392, Conserveermiddel: E250-E252, Zuurteregelaar: E500), eieren, gedeeltelijk afgeroomde melk­poeder 24%, zout en zonnebloemolie.",https://www.versaantafel.nl/twee-hollandse-pannenkoeken-met-spek
Pannenkoeken & poffertjes,Pannenkoeken - Naturel | 4 stuks,"Water, tarwebloem, eieren, gedeeltelijk afgeroomde melk­poeder 24%, suiker, vanille aroma, zout en zonnebloemolie.",https://www.versaantafel.nl/vier-hollandse-pannenkoeken
Pannenkoeken & poffertjes,Poffertjes | 24 stuks,"Water, tarwebloem, eieren, tarwezetmeel, gedeeltelijk afgeroomde melkpoeder 24%, glucosestroop, suikerstroop, suiker, vanille aroma, rijsmiddel (E341-E450i-E500), zout, plantaardige olie (palm, zonnebloem), verdikkingsmiddel:E903(plantaardige was), emulgator:E322(Raapzaad).",https://www.versaantafel.nl/24-heerlijke-poffertjes
Snackmaaltijden,Kip cordon bleu met ovenfriet,"Gebakken frieten 75% (aardappelen, zonnebloemolie), kipcordon bleu 25% (kippenvlees, kalkoenvlees, vetpoeder (palmolie, weipoeder (MELK), MELKpoeder), KAASpoeder, MELKpoeder, ROOMpoeder, zonnebloemolie, water, TARWEbloem, zout, dextrose, gedroogde glucosestroop, aroma (MELK), uienpoeder, gistpoeder, knoflookpoeder, suiker, specerijen, specerijenextract (SELDERIJ), gemodificeerd zetmeel, TARWE zetmeel, kruiden, voedingszuur: citroenzuur, gist, kleurstoffen: annatto bixine en curcumine, curcumapoeder).",https://www.versaantafel.nl/ovenfriet-met-kip-cordon-bleu
Snackmaaltijden,Kebab met knoflooksaus en ovenfriet,"Frieten 40% (aardappelen, zonnebloemolie), kebab 26% (kippenvlees 26%, kalkoenvlees 26%, kalfsvlees 26%, water, SOJA-eiwit, zout, kebabkruiden (specerijen, groentepoeder (knoflook, ui), zout, glucosestroop, kruiden, zonnebloemolie), conserveermiddel: natriumlactaat, stabilisator: trifosfaten), water, ROOM, uien, gemodificeerd zetmeel, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), magere MELKpoeder, knoflook 0,3%, MOSTERDzaad, azijn, zout, antioxidant: citroenzuur, kippenbouillon (zout, zetmeel, LACTOSE, gistextract, maltodextrine, dextrose, vet en vlees van kip, uien, wortelen, zonnebloemolie, specerijen), citroensap uit concentraat, kruiden, peper. Let op! Deze maaltijd kan door kruiscontaminatie sporen van gluten bevatten.",https://www.versaantafel.nl/kebab-van-kip-kalkoen-met-knoflooksaus-en-patat
Snackmaaltijden,Twee frikandellen met ovenfriet,"Gebakken frieten 66% (aardappelen, zonnebloemolie),  frikandel 34% (mechanisch gesepareerd kippenvlees, varkensspek, water, paneermeel (TARWEbloem, zout, gist), ui, zout, specerijen, antioxidanten: natriumerythorbaat en citroenzuur, emulgatoren: difosfaten en polyfosfaten, smaakversterker: mononatriumglutamaat, aroma's (bevat TARWE)). Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/ovenfriet-met-frikandellen
